time,open,high,low,close,volume,ret_%
2025-09-11 11:15:00+00:00,114009.6,114015.3,113980.9,113992.0,30.567,2.3125148379041782
2025-09-11 11:16:00+00:00,113992.0,113992.0,113930.0,113934.9,37.374,1.8104441259485515
2025-09-11 11:17:00+00:00,113935.0,113944.1,113935.0,113941.7,36.77,1.8702353841149044
2025-09-11 11:18:00+00:00,113941.6,113943.9,113941.6,113943.8,21.484,1.888700331489801
2025-09-11 11:19:00+00:00,113943.9,113949.5,113923.2,113933.0,38.348,1.7937377449903646
2025-09-11 11:20:00+00:00,113933.0,113933.1,113921.0,113921.0,16.684,1.6882237599908922
2025-09-11 11:21:00+00:00,113921.1,113924.8,113921.0,113922.6,17.178,1.7022922913241256
2025-09-11 11:22:00+00:00,113922.6,113922.7,113915.1,113915.1,19.61,1.636346050699622
2025-09-11 11:23:00+00:00,113915.2,113918.2,113915.0,113918.1,19.806,1.662724546949379
2025-09-11 11:24:00+00:00,113918.1,113918.2,113912.2,113913.0,27.48,1.6178811033245033
2025-09-11 11:25:00+00:00,113913.0,113913.1,113880.0,113887.9,101.643,1.3971810180339883
2025-09-11 11:26:00+00:00,113887.9,113888.0,113886.7,113886.8,38.272,1.3875089027424181
2025-09-11 11:27:00+00:00,113886.7,113886.8,113886.7,113886.8,19.409,1.3875089027424181
2025-09-11 11:28:00+00:00,113886.7,113886.8,113878.6,113878.7,18.282,1.3162869628677853
2025-09-11 11:29:00+00:00,113878.6,113878.7,113870.0,113870.0,21.484,1.2397893237432456
2025-09-11 11:30:00+00:00,113870.1,113870.1,113868.6,113868.7,20.0,1.2283586420349657
2025-09-11 11:31:00+00:00,113868.6,113868.7,113857.1,113857.1,28.987,1.1263617898689127
2025-09-11 11:32:00+00:00,113857.2,113857.2,113850.0,113850.1,78.558,1.06481196528585
2025-09-11 11:33:00+00:00,113850.0,113932.2,113850.0,113932.2,112.262,1.786703479323526
2025-09-11 11:34:00+00:00,113932.2,113967.4,113932.1,113967.4,68.999,2.0962111686553264
2025-09-11 11:35:00+00:00,113967.4,113967.4,113960.0,113960.1,32.439,2.0320234944473103
2025-09-11 11:36:00+00:00,113960.1,113960.1,113951.0,113955.6,21.821,1.9924557500725637
2025-09-11 11:37:00+00:00,113955.6,113955.7,113940.5,113940.6,23.574,1.8605632688233342
2025-09-11 11:38:00+00:00,113940.6,113945.0,113940.5,113945.0,13.743,1.899251729989615
2025-09-11 11:39:00+00:00,113945.0,113945.0,113909.7,113909.7,21.875,1.5888647574497927
2025-09-11 11:40:00+00:00,113909.7,113926.8,113909.7,113926.7,12.855,1.738342902865453
2025-09-11 11:41:00+00:00,113926.7,113933.7,113926.7,113929.3,10.215,1.7612042662822347
2025-09-11 11:42:00+00:00,113929.4,113948.7,113929.3,113947.9,8.845,1.9247509430311283
2025-09-11 11:43:00+00:00,113948.0,113948.0,113927.1,113944.9,30.609,1.8983724467813712
2025-09-11 11:44:00+00:00,113944.9,113955.9,113931.3,113931.3,121.981,1.7787899304486654
2025-09-11 11:45:00+00:00,113931.3,113960.1,113931.3,113951.3,30.844,1.9546465721145267
2025-09-11 11:46:00+00:00,113951.2,113951.3,113904.9,113904.9,85.193,1.5466591634498705
2025-09-11 11:47:00+00:00,113905.0,113905.0,113904.9,113905.0,7.51,1.5475384466583364
2025-09-11 11:48:00+00:00,113905.0,113922.1,113904.0,113904.1,44.925,1.5396248977834759
2025-09-11 11:49:00+00:00,113904.1,113911.6,113904.0,113911.6,20.006,1.6055711384079796
2025-09-11 11:50:00+00:00,113911.5,113911.6,113905.0,113905.0,9.478,1.5475384466583364
2025-09-11 11:51:00+00:00,113905.0,113905.1,113888.8,113888.9,63.278,1.4059738501173147
2025-09-11 11:52:00+00:00,113888.9,113949.4,113888.8,113934.7,40.301,1.8086855595318418
2025-09-11 11:53:00+00:00,113934.8,113934.8,113931.7,113931.8,10.632,1.7831863464903286
2025-09-11 11:54:00+00:00,113931.7,113931.8,113926.9,113926.9,11.885,1.7401014692821626
2025-09-11 11:55:00+00:00,113927.0,113940.2,113926.9,113940.1,18.861,1.856166852781671
2025-09-11 11:56:00+00:00,113940.1,113940.1,113918.6,113918.7,23.912,1.668000246199286
2025-09-11 11:57:00+00:00,113918.6,113933.7,113918.6,113929.4,63.14,1.7620835494904785
2025-09-11 11:58:00+00:00,113929.4,113929.4,113929.3,113929.4,14.391,1.7620835494904785
2025-09-11 11:59:00+00:00,113929.4,113961.0,113929.3,113960.9,27.673,2.039057760113927
2025-09-11 12:00:00+00:00,113961.0,114112.6,113960.9,114094.6,291.025,3.2146594096493786
2025-09-11 12:01:00+00:00,114094.6,114135.0,114053.7,114053.7,160.366,2.8550325774427954
2025-09-11 12:02:00+00:00,114053.7,114053.8,114022.6,114022.6,47.293,2.5815754996527662
2025-09-11 12:03:00+00:00,114022.6,114036.0,113996.2,114022.7,83.363,2.58245478286101
2025-09-11 12:04:00+00:00,114022.7,114091.0,114020.0,114091.0,64.626,3.1830052141494924
2025-09-11 12:05:00+00:00,114090.9,114169.7,114090.9,114159.1,326.417,3.781797079021265
2025-09-11 12:06:00+00:00,114159.0,114159.0,114095.5,114117.1,94.448,3.412498131523334
2025-09-11 12:07:00+00:00,114117.1,114178.0,114117.1,114163.3,121.431,3.8187269737710583
2025-09-11 12:08:00+00:00,114163.3,114234.8,114163.2,114180.9,291.141,3.9734808184368475
2025-09-11 12:09:00+00:00,114181.0,114211.8,114139.2,114211.8,48.863,4.245179329810389
2025-09-11 12:10:00+00:00,114211.7,114270.2,114211.7,114256.8,174.255,4.6408567735582995
2025-09-11 12:11:00+00:00,114256.8,114256.8,114227.8,114227.9,107.844,4.386743926351189
2025-09-11 12:12:00+00:00,114227.8,114333.0,114227.8,114333.0,270.366,5.310870578304483
2025-09-11 12:13:00+00:00,114332.9,114450.0,114174.0,114209.3,729.373,4.223197249602073
2025-09-11 12:14:00+00:00,114209.2,114243.2,114162.7,114217.7,245.956,4.297057039101659
2025-09-11 12:15:00+00:00,114217.7,114217.8,114112.3,114168.3,149.967,3.862691134187468
2025-09-11 12:16:00+00:00,114168.3,114168.3,114067.2,114093.5,190.616,3.2049872943575863
2025-09-11 12:17:00+00:00,114093.5,114096.7,114023.7,114083.0,131.456,3.1126625574831035
2025-09-11 12:18:00+00:00,114083.1,114162.7,114066.0,114121.6,95.767,3.4520658758980804
2025-09-11 12:19:00+00:00,114121.7,114123.4,114101.0,114116.0,50.181,3.4028260162315416
2025-09-11 12:20:00+00:00,114116.0,114116.1,114045.0,114109.9,130.709,3.3491897405235616
2025-09-11 12:21:00+00:00,114109.9,114144.3,114087.6,114107.3,246.544,3.326328377107002
2025-09-11 12:22:00+00:00,114107.2,114128.0,114083.4,114124.1,72.702,3.4740479561061743
2025-09-11 12:23:00+00:00,114124.2,114206.7,114104.0,114165.5,181.442,3.8380712043541987
2025-09-11 12:24:00+00:00,114165.6,114165.6,114113.5,114136.8,140.978,3.5857169235640196
2025-09-11 12:25:00+00:00,114136.7,114142.3,114100.6,114110.3,174.773,3.352706873356759
2025-09-11 12:26:00+00:00,114110.3,114224.0,114110.3,114224.0,65.73,4.352451881226349
2025-09-11 12:27:00+00:00,114224.0,114244.7,114210.0,114219.7,132.745,4.314642703268312
2025-09-11 12:28:00+00:00,114219.7,114272.8,114219.6,114239.9,130.254,4.492257911350661
2025-09-11 12:29:00+00:00,114239.9,114343.9,114173.0,114343.9,310.998,5.406712448012385
2025-09-11 12:30:00+00:00,114343.9,114500.0,113451.0,113774.4,4220.492,0.3991945765811078
2025-09-11 12:31:00+00:00,113774.4,114350.0,113686.4,114053.2,1549.023,2.850636161401132
2025-09-11 12:32:00+00:00,114049.6,114081.2,113800.0,113804.0,1235.788,0.6594624062463694
2025-09-11 12:33:00+00:00,113804.0,113846.1,113563.3,113627.9,999.097,-0.8889553236202108
2025-09-11 12:34:00+00:00,113628.2,113730.2,113604.9,113709.2,604.33,-0.17409807524904064
2025-09-11 12:35:00+00:00,113709.1,113889.3,113706.3,113887.3,554.131,1.3919053187840813
2025-09-11 12:36:00+00:00,113887.4,113924.5,113756.0,113818.9,334.249,0.7904756042873551
2025-09-11 12:37:00+00:00,113818.9,113947.3,113818.9,113922.7,179.083,1.7031715745323694
2025-09-11 12:38:00+00:00,113922.7,113998.9,113888.0,113927.4,389.211,1.7444978853238258
2025-09-11 12:39:00+00:00,113927.4,113936.5,113812.5,113858.4,169.518,1.1377924715771925
2025-09-11 12:40:00+00:00,113858.4,113908.0,113794.6,113908.0,162.211,1.5739169429080935
2025-09-11 12:41:00+00:00,113908.0,113945.5,113892.3,113900.0,122.107,1.5035742862419266
2025-09-11 12:42:00+00:00,113899.9,113903.6,113736.1,113771.4,141.195,0.3728160803313507
2025-09-11 12:43:00+00:00,113771.4,113790.6,113720.6,113775.9,156.726,0.41238382470609736
2025-09-11 12:44:00+00:00,113776.0,113812.3,113768.1,113811.3,68.775,0.7236500804543855
2025-09-11 12:45:00+00:00,113811.3,113916.0,113811.2,113896.3,152.475,1.4710408075337966
2025-09-11 12:46:00+00:00,113896.3,113957.1,113864.6,113951.0,139.396,1.9520087224893512
2025-09-11 12:47:00+00:00,113950.9,114042.4,113925.9,114042.3,137.081,2.754794291693452
2025-09-11 12:48:00+00:00,114042.3,114091.3,113972.8,114026.0,233.664,2.6114711287359427
2025-09-11 12:49:00+00:00,114026.0,114090.0,113987.5,114059.4,153.245,2.905151720317578
2025-09-11 12:50:00+00:00,114059.4,114063.4,114031.5,114063.4,69.886,2.9403230486506615
2025-09-11 12:51:00+00:00,114063.4,114090.0,114033.3,114074.8,139.761,3.040561334400227
2025-09-11 12:52:00+00:00,114074.7,114095.0,114026.6,114026.6,144.155,2.6167468279858497
2025-09-11 12:53:00+00:00,114026.6,114031.7,113960.0,113988.5,183.698,2.281739925612536
2025-09-11 12:54:00+00:00,113988.5,114008.6,113958.3,113996.0,50.831,2.3476861662372617
2025-09-11 12:55:00+00:00,113996.0,114045.9,113966.5,113966.6,61.452,2.0891769029887097
2025-09-11 12:56:00+00:00,113966.6,113974.9,113930.7,113973.7,75.287,2.151606010780016
2025-09-11 12:57:00+00:00,113973.7,113973.7,113867.1,113897.8,80.953,1.4842300556585641
2025-09-11 12:58:00+00:00,113897.7,113908.5,113850.0,113908.4,55.798,1.5774340757415128
2025-09-11 12:59:00+00:00,113908.4,113930.0,113883.0,113929.9,103.469,1.7664799655321417
2025-09-11 13:00:00+00:00,113930.0,113971.3,113904.3,113904.4,84.879,1.5422627474082073
2025-09-11 13:01:00+00:00,113904.3,113917.9,113825.8,113825.8,114.768,0.8511461456621738
2025-09-11 13:02:00+00:00,113825.8,113825.9,113675.8,113724.8,570.99,-0.036929894749793135
2025-09-11 13:03:00+00:00,113724.8,113799.9,113705.5,113776.2,131.894,0.41502167433105086
2025-09-11 13:04:00+00:00,113776.3,113786.5,113705.8,113738.7,134.983,0.08529047120786615
2025-09-11 13:05:00+00:00,113738.7,113816.5,113717.2,113816.5,144.574,0.769372807287505
2025-09-11 13:06:00+00:00,113816.5,113827.3,113775.3,113780.1,60.84,0.4493137194558905
2025-09-11 13:07:00+00:00,113780.1,113820.0,113722.8,113742.8,64.555,0.12134108274941546
2025-09-11 13:08:00+00:00,113742.8,113781.0,113737.0,113770.1,43.237,0.36138539862307084
2025-09-11 13:09:00+00:00,113770.1,113770.1,113715.9,113733.3,92.346,0.037809177958259
2025-09-11 13:10:00+00:00,113733.4,113733.4,113557.9,113632.5,301.194,-0.8485082960371093
2025-09-11 13:11:00+00:00,113632.5,113632.6,113452.7,113537.3,887.9,-1.6855859103658277
2025-09-11 13:12:00+00:00,113537.3,113577.0,113483.0,113577.0,262.843,-1.3365104766593916
2025-09-11 13:13:00+00:00,113577.0,113577.0,113380.4,113447.5,774.244,-2.475182231444939
2025-09-11 13:14:00+00:00,113447.6,113478.4,113403.6,113435.2,502.201,-2.583334066069365
2025-09-11 13:15:00+00:00,113435.2,113455.7,113383.5,113419.9,321.406,-2.717864396943659
2025-09-11 13:16:00+00:00,113419.9,113508.8,113340.7,113492.8,306.705,-2.076866938072075
2025-09-11 13:17:00+00:00,113492.8,113500.0,113418.5,113457.8,201.354,-2.384616060987055
2025-09-11 13:18:00+00:00,113457.9,113475.0,113361.5,113424.9,262.749,-2.673900236527249
2025-09-11 13:19:00+00:00,113425.0,113525.8,113423.3,113504.5,112.908,-1.9739908026976671
2025-09-11 13:20:00+00:00,113504.6,113621.3,113504.6,113567.2,191.344,-1.4226802310756126
2025-09-11 13:21:00+00:00,113567.3,113567.9,113524.6,113527.4,70.811,-1.7726349479904036
2025-09-11 13:22:00+00:00,113527.4,113608.5,113527.4,113587.6,142.432,-1.243306456576554
2025-09-11 13:23:00+00:00,113587.7,113665.3,113587.6,113628.9,216.08,-0.8801624915369954
2025-09-11 13:24:00+00:00,113629.0,113725.0,113624.7,113719.0,341.654,-0.08792832083281965
2025-09-11 13:25:00+00:00,113719.0,113746.0,113650.2,113690.0,449.036,-0.3429204512481743
2025-09-11 13:26:00+00:00,113689.9,113704.7,113667.9,113676.0,70.65,-0.4660201004141884
2025-09-11 13:27:00+00:00,113675.9,113700.0,113654.2,113688.4,79.424,-0.35698898258140765
2025-09-11 13:28:00+00:00,113688.3,113688.3,113648.0,113661.3,71.423,-0.5952747320384644
2025-09-11 13:29:00+00:00,113661.2,113666.2,113643.6,113663.4,57.194,-0.5768097846635678
2025-09-11 13:30:00+00:00,113663.4,113821.9,113663.2,113798.3,600.728,0.6093432633718088
2025-09-11 13:31:00+00:00,113798.2,113917.0,113700.3,113872.9,585.005,1.2652885367847588
2025-09-11 13:32:00+00:00,113872.8,113907.3,113834.4,113842.7,181.332,0.9997450078695902
2025-09-11 13:33:00+00:00,113842.8,113915.0,113835.7,113835.8,150.664,0.9390744664949935
2025-09-11 13:34:00+00:00,113835.8,113850.0,113761.3,113772.8,72.967,0.3851260452478744
2025-09-11 13:35:00+00:00,113772.7,113804.0,113735.1,113741.7,86.675,0.11166896745762322
2025-09-11 13:36:00+00:00,113741.7,113845.4,113627.1,113697.1,466.431,-0.28049134345675686
2025-09-11 13:37:00+00:00,113697.0,113837.5,113697.0,113798.9,86.456,0.6146189626217158
2025-09-11 13:38:00+00:00,113798.9,113924.7,113798.8,113908.9,216.022,1.581830491782954
2025-09-11 13:39:00+00:00,113908.9,114048.9,113908.9,114032.4,358.802,2.667745254068876
2025-09-11 13:40:00+00:00,114032.4,114136.7,114005.7,114087.6,336.396,3.153109585066316
2025-09-11 13:41:00+00:00,114087.6,114140.3,114047.3,114069.6,260.528,2.9948386075671074
2025-09-11 13:42:00+00:00,114069.6,114069.7,113925.1,113941.6,169.688,1.8693561009066606
2025-09-11 13:43:00+00:00,113941.6,113986.8,113925.2,113953.9,321.138,1.9775079355308645
2025-09-11 13:44:00+00:00,113953.9,113953.9,113842.0,113873.5,147.176,1.2705642360348879
2025-09-11 13:45:00+00:00,113873.4,113875.6,113760.0,113812.5,293.89,0.7342014789544216
2025-09-11 13:46:00+00:00,113812.6,114017.6,113812.5,114017.6,140.148,2.5376113392363564
2025-09-11 13:47:00+00:00,114017.7,114092.0,113958.5,113989.0,231.052,2.286136341654199
2025-09-11 13:48:00+00:00,113989.1,114023.6,113926.1,113936.6,62.826,1.8253919404902508
2025-09-11 13:49:00+00:00,113936.6,113975.3,113894.0,113930.4,58.019,1.7708763815735828
2025-09-11 13:50:00+00:00,113930.4,113970.0,113900.0,113957.7,117.776,2.0109206974474603
2025-09-11 13:51:00+00:00,113957.8,114080.0,113957.8,114072.7,177.158,3.0220963870253303
2025-09-11 13:52:00+00:00,114072.7,114118.3,114063.5,114107.6,152.195,3.3289662267319553
2025-09-11 13:53:00+00:00,114107.5,114153.0,114105.4,114152.9,137.719,3.7272815201048193
2025-09-11 13:54:00+00:00,114153.0,114153.0,114102.1,114102.1,138.663,3.2806056502738823
2025-09-11 13:55:00+00:00,114102.2,114137.9,114050.0,114117.0,72.939,3.411618848314868
2025-09-11 13:56:00+00:00,114116.9,114132.4,114087.0,114119.6,47.284,3.4344802117314277
2025-09-11 13:57:00+00:00,114119.7,114447.9,114108.0,114443.8,1288.729,6.28511637313256
2025-09-11 13:58:00+00:00,114443.8,114691.7,114415.0,114576.6,2188.156,7.452804473792929
2025-09-11 13:59:00+00:00,114576.2,114650.0,114510.5,114577.5,895.252,7.460718022668011
2025-09-11 14:00:00+00:00,114578.2,114630.0,114433.2,114464.8,630.477,6.469765846881748
2025-09-11 14:01:00+00:00,114464.8,114560.0,114382.6,114419.4,388.829,6.070571270300418
2025-09-11 14:02:00+00:00,114419.4,114426.5,114252.1,114293.5,603.344,4.9635537110148675
2025-09-11 14:03:00+00:00,114293.5,114300.0,114200.0,114247.5,276.326,4.559083435183631
2025-09-11 14:04:00+00:00,114247.4,114358.7,114247.4,114320.0,171.575,5.196563761221906
2025-09-11 14:05:00+00:00,114320.1,114367.0,114233.2,114233.3,162.111,4.434225219601018
2025-09-11 14:06:00+00:00,114233.2,114318.1,114180.5,114308.9,208.026,5.098963325097294
2025-09-11 14:07:00+00:00,114308.9,114309.0,114217.4,114250.0,93.178,4.581065515391947
2025-09-11 14:08:00+00:00,114249.9,114276.2,114188.0,114200.2,187.561,4.143182477644114
2025-09-11 14:09:00+00:00,114200.1,114229.5,114131.1,114140.1,159.329,3.61473326943873
2025-09-11 14:10:00+00:00,114140.1,114188.1,114132.0,114155.0,120.372,3.745746467479716
2025-09-11 14:11:00+00:00,114155.1,114300.0,114155.1,114200.0,196.237,4.141423911227626
2025-09-11 14:12:00+00:00,114199.9,114216.2,114172.6,114208.0,77.171,4.211766567893793
2025-09-11 14:13:00+00:00,114208.0,114279.6,114200.0,114200.0,93.83,4.141423911227626
2025-09-11 14:14:00+00:00,114200.0,114200.1,114118.3,114129.9,207.473,3.525046382189201
2025-09-11 14:15:00+00:00,114129.9,114144.1,113973.1,114020.5,427.747,2.5631105522778697
2025-09-11 14:16:00+00:00,114020.5,114020.6,113930.0,114009.9,270.834,2.469906532194921
2025-09-11 14:17:00+00:00,114009.9,114078.6,113960.0,113960.1,144.832,2.0320234944473103
2025-09-11 14:18:00+00:00,113960.1,113968.0,113890.0,113967.9,202.872,2.1006075846969896
2025-09-11 14:19:00+00:00,113967.9,113995.2,113933.5,113945.7,109.804,1.9054067124479879
2025-09-11 14:20:00+00:00,113945.8,113965.0,113871.5,113889.9,139.822,1.414766682200641
2025-09-11 14:21:00+00:00,113889.9,113966.2,113878.7,113930.2,177.765,1.7691178151570952
2025-09-11 14:22:00+00:00,113930.3,113965.1,113894.8,113965.1,66.484,2.07598765486372
2025-09-11 14:23:00+00:00,113965.1,114050.0,113953.2,113958.1,351.887,2.0144378302808796
2025-09-11 14:24:00+00:00,113957.5,114064.9,113957.5,114064.8,66.062,2.9526330135674073
2025-09-11 14:25:00+00:00,114064.9,114064.9,113989.2,114024.2,52.26,2.5956440309859996
